# 220GHz bandpass
# Sky corrected (nu^4)
# Appropriate for science analysis
# Copied from /sptlocal/analysis/fts/pole_fts_2019_results/bandpass_220ghz.txt
# freq spectrum
160.092213115 0.000538654315131
162.093365779 0.00224729881381
164.094518443 0.00501353015575
166.095671107 0.00739066502383
168.09682377 0.0112296956764
170.097976434 0.0171232910753
172.099129098 0.0214882680433
174.100281762 0.0245787055529
176.101434426 0.0356413617815
178.10258709 0.0582113781405
180.103739754 0.0908891192769
182.104892418 0.131364084601
184.106045082 0.171780588358
186.107197746 0.214166594406
188.10835041 0.280809741781
190.109503074 0.379945050888
192.110655738 0.484500923195
194.111808402 0.570138927969
196.112961066 0.653342240373
198.11411373 0.771917908847
200.115266393 0.911414747085
202.116419057 0.997046124727
204.117571721 1.0
206.118724385 0.978809264574
208.119877049 0.979237464252
210.121029713 0.983134167091
212.122182377 0.96451493649
214.123335041 0.930160713516
216.124487705 0.900406451219
218.125640369 0.880829289307
220.126793033 0.868978947286
222.127945697 0.864171964322
224.129098361 0.858254137937
226.130251025 0.849093026149
228.131403689 0.844380183806
230.132556352 0.841473853731
232.133709016 0.833721558008
234.13486168 0.825220519779
236.136014344 0.819977683485
238.137167008 0.805949279059
240.138319672 0.768191605368
242.139472336 0.703732830731
244.140625 0.620014438479
246.141777664 0.532617544951
248.142930328 0.459230201248
250.144082992 0.402637126029
252.145235656 0.345004049628
254.14638832 0.272163749045
256.147540984 0.195910686398
258.148693648 0.138005047527
260.149846311 0.102986709059
262.150998975 0.080310217907
264.152151639 0.0609525884394
266.153304303 0.0443397829646
268.154456967 0.0330953030084
270.155609631 0.0263065260175
272.156762295 0.0210131917149
274.157914959 0.0156773089415
276.159067623 0.0111711286667
278.160220287 0.00882421027845
280.161372951 0.00776363844406
282.162525615 0.0065917033903
284.163678279 0.00506730626068
286.164830943 0.0035669669584
288.165983607 0.00250077793366
290.16713627 0.00182900542687
292.168288934 0.00160202119678
294.169441598 0.00158455487204
296.170594262 0.00110786522708
298.171746926 0.000612758190818
