# 150GHz bandpass
# Sky corrected (nu^4)
# Appropriate for science analysis
# Copied from /sptlocal/analysis/fts/pole_fts_2019_results/bandpass_150ghz.txt
# freq spectrum
106.061091189 -0.0058242481816
108.062243852 -0.00188589136375
110.063396516 0.00240051830087
112.06454918 0.00969633883338
114.065701844 0.0235238553228
116.066854508 0.0416561304684
118.068007172 0.061122258181
120.069159836 0.0910655424678
122.0703125 0.156559024224
124.071465164 0.252960073033
126.072617828 0.335587204197
128.073770492 0.398312691364
130.074923156 0.499821783798
132.07607582 0.660656260432
134.077228484 0.813859363824
136.078381148 0.916989501363
138.079533811 0.984141997949
140.080686475 1.0
142.081839139 0.951744568983
144.082991803 0.883828740463
146.084144467 0.827698230846
148.085297131 0.773372910956
150.086449795 0.714965167767
152.087602459 0.654860542904
154.088755123 0.593407294858
156.089907787 0.541436637422
158.091060451 0.514078790619
160.092213115 0.501303179745
162.093365779 0.478325158297
164.094518443 0.447458229198
166.095671107 0.418618531136
168.09682377 0.37585926972
170.097976434 0.318390241503
172.099129098 0.267089507766
174.100281762 0.217037476003
176.101434426 0.1576454339
178.10258709 0.106393162827
180.103739754 0.0771677514783
182.104892418 0.059896980464
184.106045082 0.0426308575754
186.107197746 0.0256365173753
188.10835041 0.0137515930405
190.109503074 0.00786988452211
192.110655738 0.00533180986508
194.111808402 0.00357668073998
196.112961066 0.00219144994427
198.11411373 0.00163282742746
