# ell	Cl_98	err_98	Cl_98x150	err_98x150	Cl_150	err_150
350.5	7.632942e-04	1.243479e-04	7.867207e-04	9.936830e-05	7.909174e-04	9.294431e-05
400.5	9.118303e-04	1.014528e-04	8.741266e-04	8.082325e-05	8.253526e-04	7.716113e-05
450.5	5.011958e-04	6.408559e-05	4.882452e-04	4.914378e-05	4.731846e-04	4.499163e-05
500.5	1.919311e-04	3.181756e-05	1.889010e-04	2.304163e-05	1.890228e-04	2.128145e-05
550.5	1.563610e-04	2.702182e-05	1.728293e-04	1.870949e-05	1.885870e-04	1.694235e-05
600.5	3.156982e-04	3.946296e-05	3.133378e-04	3.014017e-05	3.138961e-04	2.759058e-05
650.5	4.694324e-04	4.756610e-05	4.495999e-04	3.649511e-05	4.431032e-04	3.451420e-05
700.5	4.788222e-04	4.539927e-05	4.724599e-04	3.427936e-05	4.658431e-04	3.135008e-05
750.5	2.932657e-04	3.155467e-05	3.026058e-04	2.386342e-05	3.027529e-04	2.187619e-05
800.5	1.553117e-04	1.830153e-05	1.599184e-04	1.308383e-05	1.563609e-04	1.182861e-05
850.5	1.110249e-04	1.580162e-05	9.808313e-05	1.043458e-05	9.243831e-05	9.766011e-06
900.5	1.814308e-04	1.946210e-05	1.749644e-04	1.369940e-05	1.762212e-04	1.261962e-05
950.5	2.961918e-04	2.281366e-05	2.797524e-04	1.661440e-05	2.667565e-04	1.517193e-05
1000.5	2.373005e-04	2.203059e-05	2.554425e-04	1.642190e-05	2.552224e-04	1.524901e-05
1050.5	1.697746e-04	1.733872e-05	1.716587e-04	1.242341e-05	1.725733e-04	1.172523e-05
1100.5	9.538980e-05	1.213807e-05	9.199212e-05	7.973603e-06	9.023496e-05	7.424580e-06
1150.5	5.721541e-05	9.114772e-06	5.746735e-05	5.366118e-06	5.558721e-05	4.986570e-06
1200.5	7.529832e-05	1.011026e-05	7.433258e-05	5.994236e-06	7.186809e-05	5.326559e-06
1250.5	6.991533e-05	1.094803e-05	8.942295e-05	6.923296e-06	9.595662e-05	6.171728e-06
1300.5	1.108228e-04	1.110877e-05	1.074235e-04	7.069557e-06	1.053161e-04	6.428678e-06
1350.5	1.012443e-04	9.951405e-06	9.076125e-05	6.124181e-06	8.764446e-05	5.449068e-06
