# ell	Cl_98	err_98	Cl_98x150	err_98x150	Cl_150	err_150
1400.5	5.241730e-05	7.919775e-06	5.715978e-05	4.626128e-06	5.909152e-05	3.876747e-06
1450.5	3.442331e-05	6.637706e-06	3.240899e-05	3.352991e-06	3.503839e-05	2.917905e-06
1500.5	4.142329e-05	6.805397e-06	3.731141e-05	3.228722e-06	3.403352e-05	2.787951e-06
1550.5	4.568994e-05	6.939204e-06	4.392239e-05	3.529052e-06	4.080388e-05	3.110030e-06
1600.5	4.795334e-05	7.266828e-06	4.768460e-05	3.666084e-06	4.508419e-05	3.174384e-06
1650.5	4.115286e-05	6.778047e-06	4.711239e-05	3.284248e-06	4.310379e-05	2.804281e-06
1700.5	3.370059e-05	6.525380e-06	3.211957e-05	2.840655e-06	3.011202e-05	2.366527e-06
1750.5	9.550395e-06	5.775334e-06	1.595997e-05	2.391335e-06	1.969399e-05	1.811535e-06
1800.5	1.524569e-05	5.817644e-06	1.446126e-05	2.216741e-06	1.444859e-05	1.670729e-06
1850.5	1.421931e-05	5.385506e-06	1.739566e-05	2.257900e-06	1.544204e-05	1.704523e-06
1900.5	1.769214e-05	5.678197e-06	2.049022e-05	2.269380e-06	2.012579e-05	1.705806e-06
1950.5	1.132373e-05	5.769110e-06	1.799985e-05	2.241220e-06	1.733590e-05	1.671862e-06
2000.5	1.346108e-05	5.484713e-06	1.091499e-05	2.129844e-06	1.247809e-05	1.528590e-06
2075.5	1.068181e-05	3.394006e-06	7.836427e-06	1.244456e-06	8.563652e-06	8.519172e-07
2175.5	2.841286e-06	3.462567e-06	6.003192e-06	1.180863e-06	6.480078e-06	8.077945e-07
2275.5	5.255102e-06	3.537572e-06	6.992135e-06	1.142020e-06	6.422641e-06	7.931672e-07
2375.5	3.932489e-06	3.409227e-06	2.502610e-06	1.093429e-06	4.329684e-06	7.184883e-07
2475.5	9.165679e-07	3.582750e-06	1.811635e-06	1.052169e-06	3.559523e-06	6.722533e-07
2625.5	4.088934e-06	2.407249e-06	2.038909e-06	7.116709e-07	1.980145e-06	4.531255e-07
2825.5	-1.018299e-06	2.419885e-06	7.172677e-07	7.105858e-07	1.853825e-06	4.277433e-07
3025.5	-1.484097e-07	2.680569e-06	4.441388e-07	7.381345e-07	5.322094e-07	4.326773e-07
3325.5	-3.839334e-06	1.973678e-06	-7.870783e-07	5.311467e-07	-1.142711e-07	2.877351e-07
3725.5	-4.241601e-06	2.215542e-06	7.796330e-07	5.954913e-07	-2.991858e-08	3.058008e-07
4125.5	-1.361078e-06	2.559739e-06	4.383005e-07	6.258163e-07	-1.176702e-07	3.137004e-07
4525.5	1.721842e-06	2.945403e-06	-1.502823e-06	7.023614e-07	3.648734e-07	3.333669e-07
4925.5	-4.940059e-06	3.387267e-06	-1.055904e-06	7.782453e-07	3.152532e-07	3.491170e-07
5325.5	1.732139e-06	4.242111e-06	9.851354e-08	8.723606e-07	-2.329034e-07	3.878371e-07
5725.5	-4.235533e-06	5.427123e-06	-3.427920e-07	1.079095e-06	4.583412e-07	4.260353e-07
6125.5	-3.523180e-07	6.785649e-06	-9.914301e-07	1.241997e-06	-3.241243e-07	4.580415e-07
6725.5	5.225521e-06	6.880338e-06	-5.222030e-07	1.130412e-06	-1.733889e-07	3.870945e-07
7525.5	-2.888497e-06	1.333520e-05	-3.598109e-07	1.793942e-06	3.793043e-07	4.647379e-07
