# ell	Cl_98	err_98	Cl_98x150	err_98x150	Cl_150	err_150
350.5	1.274646e-01	1.758938e-02	1.116408e-01	1.551112e-02	1.025706e-01	1.602062e-02
400.5	6.266032e-02	9.527584e-03	5.924012e-02	8.140255e-03	5.633360e-02	8.164932e-03
450.5	6.267838e-02	7.534337e-03	6.337652e-02	6.438307e-03	6.438383e-02	6.348394e-03
500.5	5.119224e-02	6.830002e-03	5.036631e-02	5.719923e-03	4.978451e-02	5.540333e-03
550.5	4.892237e-02	5.446270e-03	4.867448e-02	4.585101e-03	4.874989e-02	4.450699e-03
600.5	4.355162e-02	3.874518e-03	4.368358e-02	3.278448e-03	4.351800e-02	3.175878e-03
650.5	3.002573e-02	2.716580e-03	2.925145e-02	2.271274e-03	2.848540e-02	2.150497e-03
700.5	2.489157e-02	2.308793e-03	2.395337e-02	1.960460e-03	2.348401e-02	1.868976e-03
750.5	2.625561e-02	2.174794e-03	2.619711e-02	1.838138e-03	2.606621e-02	1.741901e-03
800.5	2.492358e-02	2.051527e-03	2.540309e-02	1.720416e-03	2.591865e-02	1.617578e-03
850.5	2.069877e-02	1.627959e-03	2.069185e-02	1.374607e-03	2.059005e-02	1.308182e-03
900.5	1.588559e-02	1.170471e-03	1.579681e-02	9.932701e-04	1.556732e-02	9.426815e-04
950.5	9.806569e-03	7.569319e-04	9.623919e-03	6.432012e-04	9.535385e-03	6.090934e-04
1000.5	5.795593e-03	5.203922e-04	5.788717e-03	4.461406e-04	5.830072e-03	4.299992e-04
1050.5	6.625568e-03	4.622002e-04	6.302643e-03	3.930485e-04	6.100681e-03	3.737508e-04
1100.5	6.569072e-03	4.425793e-04	6.567459e-03	3.770936e-04	6.605245e-03	3.600133e-04
1150.5	5.872329e-03	3.962674e-04	5.866862e-03	3.378285e-04	5.875157e-03	3.180471e-04
1200.5	4.220038e-03	3.076610e-04	4.152199e-03	2.656722e-04	4.120507e-03	2.549926e-04
1250.5	3.525372e-03	2.300651e-04	3.534255e-03	1.991941e-04	3.534786e-03	1.913803e-04
1300.5	2.723026e-03	1.773739e-04	2.646325e-03	1.519934e-04	2.590328e-03	1.454241e-04
1350.5	2.771591e-03	1.660962e-04	2.745977e-03	1.437576e-04	2.754748e-03	1.378843e-04
1400.5	2.817588e-03	1.617868e-04	2.799439e-03	1.414227e-04	2.783849e-03	1.366153e-04
1450.5	2.337692e-03	1.404374e-04	2.337595e-03	1.221184e-04	2.334558e-03	1.185610e-04
1500.5	2.056021e-03	1.116780e-04	2.039617e-03	9.738466e-05	2.029570e-03	9.507575e-05
1550.5	1.260817e-03	8.436371e-05	1.255358e-03	7.383686e-05	1.254353e-03	7.180872e-05
1600.5	1.200403e-03	6.390055e-05	1.194149e-03	5.507333e-05	1.213009e-03	5.374002e-05
1650.5	9.788391e-04	5.493912e-05	9.606821e-04	4.730771e-05	9.501622e-04	4.627118e-05
1700.5	8.790411e-04	5.079825e-05	8.423139e-04	4.371172e-05	8.328746e-04	4.275425e-05
1750.5	8.502815e-04	4.761173e-05	8.374425e-04	4.031673e-05	8.386003e-04	3.867662e-05
1800.5	7.506673e-04	3.925840e-05	7.472081e-04	3.387449e-05	7.629813e-04	3.365261e-05
1850.5	5.997724e-04	3.286160e-05	5.767724e-04	2.766186e-05	5.685659e-04	2.707142e-05
1900.5	4.914834e-04	2.660743e-05	4.867687e-04	2.215316e-05	4.903551e-04	2.167561e-05
1950.5	4.757507e-04	2.280807e-05	4.550950e-04	1.889899e-05	4.465926e-04	1.891175e-05
2000.5	3.704754e-04	2.091846e-05	3.764592e-04	1.720895e-05	3.910535e-04	1.703592e-05
2075.5	3.692426e-04	1.332476e-05	3.591144e-04	1.036994e-05	3.566216e-04	9.869437e-06
2175.5	2.335203e-04	9.729489e-06	2.251747e-04	7.480158e-06	2.281605e-04	7.275956e-06
2275.5	1.684292e-04	7.341772e-06	1.600366e-04	5.176512e-06	1.665471e-04	4.929418e-06
2375.5	1.514258e-04	6.280381e-06	1.370546e-04	4.344230e-06	1.393818e-04	4.148288e-06
2475.5	1.201477e-04	5.371731e-06	1.110039e-04	3.580425e-06	1.104610e-04	3.352040e-06
2625.5	8.485892e-05	3.169671e-06	7.453649e-05	1.851598e-06	7.349002e-05	1.681534e-06
2825.5	5.654992e-05	2.600729e-06	4.587620e-05	1.419658e-06	4.768526e-05	1.193345e-06
3025.5	3.882023e-05	2.302582e-06	3.190157e-05	1.070800e-06	3.181751e-05	8.969629e-07
3325.5	2.893561e-05	1.571760e-06	2.111370e-05	6.302117e-07	2.102188e-05	4.607588e-07
3725.5	2.268146e-05	1.603026e-06	1.394233e-05	5.766210e-07	1.436805e-05	3.665815e-07
4125.5	1.781146e-05	1.745015e-06	1.174885e-05	5.625826e-07	1.202411e-05	3.152504e-07
4525.5	1.799204e-05	1.867203e-06	1.036049e-05	5.744127e-07	1.108938e-05	3.076684e-07
4925.5	1.620254e-05	2.139187e-06	1.012616e-05	6.091153e-07	1.074338e-05	2.992646e-07
5325.5	1.622739e-05	2.525379e-06	1.068540e-05	6.479081e-07	1.031902e-05	3.011419e-07
5725.5	1.929602e-05	3.079491e-06	8.233434e-06	7.486152e-07	9.427519e-06	3.309032e-07
6125.5	9.624872e-06	3.948042e-06	7.943204e-06	8.384605e-07	9.527953e-06	3.311533e-07
6725.5	1.750072e-05	4.347380e-06	8.298664e-06	7.817266e-07	8.992366e-06	2.727895e-07
7525.5	1.330781e-05	8.266996e-06	7.820245e-06	1.149941e-06	9.169873e-06	3.158604e-07
